layer,kl_bits_baseline,kl_bits_tuned,kl_bits_rot_only,kl_bits_temp_only,delta_kl_bits_tuned,delta_kl_bits_rot_only,delta_kl_bits_temp_only,delta_kl_bits_interaction,answer_rank_baseline,answer_rank_tuned,answer_rank_rot_only,answer_rank_temp_only,rank_shift_tuned,rank_shift_rot_only,rank_shift_temp_only,entropy_bits_baseline,entropy_bits_tuned
21,12.985844487694644,8.926522844906495,11.363641523071719,13.284885169292481,4.059321642788149,1.6222029646229252,-0.2990406815978375,2.736159359763061,77215,26092,26092,77215,51123,51123,0,16.985990524291992,11.854778289794922
22,13.007984846236118,9.025747203425887,11.39134655226451,13.355521883654854,3.9822376428102313,1.616638293971608,-0.34753703741873565,2.713136386257359,40603,16377,16377,40603,24226,24226,0,16.954143524169922,12.091394424438477
23,13.050035292302677,9.51057317551418,11.46922442415881,13.520450494109873,3.5394621167884974,1.5808108681438675,-0.47041520180719587,2.429066450451826,35790,15581,15581,35790,20209,20209,0,16.839662551879883,12.546586036682129
24,13.043161489712993,9.726210526610796,11.460595022669118,13.552898804813461,3.3169509631021974,1.5825664670438755,-0.5097373151004678,2.2441218111587897,46508,19701,19701,46508,26807,26807,0,16.760223388671875,12.520940780639648
25,13.007384970749909,9.294256148981352,11.381795323766193,13.615726130965456,3.7131288217685565,1.625589646983716,-0.6083411602155469,2.6958803350003873,58714,23565,23565,58714,35149,35149,0,16.757844924926758,11.923101425170898
26,12.78847857342569,8.822851015035791,11.167558599378202,12.863522171233772,3.965627558389899,1.6209199740474887,-0.07504359780808123,2.419751182150492,4301,3671,3671,4301,630,630,0,16.668521881103516,11.452947616577148
27,12.756155466091931,8.735249244061707,10.821651957489646,12.173663986231668,4.020906222030224,1.934503508602285,0.5824914798602627,1.5039112335676759,3468,2206,2206,3468,1262,1262,0,16.03160858154297,8.260662078857422
28,12.734057759247872,8.75621117747947,10.343580775996642,12.371155103870448,3.977846581768402,2.3904769832512294,0.3629026553774235,1.224466943139749,5322,2681,2681,5322,2641,2641,0,15.234416961669922,7.507253646850586
29,12.955802558241928,8.616595661509042,9.66010177148034,13.682793861357124,4.339206896732886,3.2957007867615875,-0.7269913031151969,1.7704974130864954,7011,3144,3144,7011,3867,3867,0,14.186925888061523,8.208490371704102
30,12.729926048043543,8.82943863849444,8.695700113669295,12.871108669928633,3.900487409549104,4.034225934374248,-0.1411826218850898,0.00744409705994542,8818,4400,4400,8818,4418,4418,0,7.789195537567139,4.790266036987305
31,10.20155268739991,8.885726496330026,9.08040948124552,10.263283452170002,1.3158261910698847,1.1211432061543913,-0.06173076477009154,0.25641374968558495,1054,617,617,1054,437,437,0,5.161718368530273,3.029892921447754
32,10.193144799564529,9.799011470651626,10.645491504072078,9.63822351449878,0.3941333289129023,-0.45234670450754955,0.554921285065749,0.29155874835470286,10,15,15,10,-5,-5,0,0.8159529566764832,1.429104208946228
33,10.268400279998474,9.959008306610505,10.701844715314992,9.338798279693613,0.3093919733879691,-0.43344443531651855,0.9296020003048611,-0.18676559160037343,4,6,6,4,-2,-2,0,0.4813305139541626,0.8038090467453003
34,10.049611518807446,10.157349018544547,10.743756199399655,9.091957772285655,-0.10773749973710167,-0.6941446805922098,0.9576537465217907,-0.37124656566668257,3,3,3,3,0,0,0,0.5948086380958557,0.5377098321914673
35,9.97388343004893,10.19705774883696,10.707937716669761,9.307266292553823,-0.22317431878802907,-0.7340542866208306,0.6666171374951073,-0.15573716966230577,4,4,4,4,0,0,0,0.667881429195404,0.4863396883010864
36,1.6619263134406606,5.2243854343545815,6.148549687204461,2.025179641443193,-3.562459120913921,-4.486623373763801,-0.3632533280025323,1.287417580852412,1,2,2,1,-1,-1,0,0.3122116029262543,1.6464409828186035
37,7.671531045030408,8.81563118335257,9.229410434438833,7.602271567736144,-1.1441001383221625,-1.5578793894084253,0.0692594772942634,0.3445197737919994,4,4,4,4,0,0,0,0.905815601348877,1.001694679260254
38,7.447432147511341,8.551589659135917,9.326666623501751,6.984053787846848,-1.1041575116245763,-1.87923447599041,0.46337835966449337,0.31169860470134036,3,3,3,3,0,0,0,1.2120596170425415,1.1296957731246948
39,1.9822250825810468,2.0752071588047225,1.829867543990844,2.4002910012400647,-0.09298207622367571,0.15235753859020273,-0.4180659186590179,0.17272630384513943,1,1,1,1,0,0,0,0.9521124362945557,2.0421581268310547
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,3.5835201740264893,3.5835201740264893
