layer,kl_bits_baseline,kl_bits_tuned,kl_bits_rot_only,kl_bits_temp_only,delta_kl_bits_tuned,delta_kl_bits_rot_only,delta_kl_bits_temp_only,delta_kl_bits_interaction,answer_rank_baseline,answer_rank_tuned,answer_rank_rot_only,answer_rank_temp_only,rank_shift_tuned,rank_shift_rot_only,rank_shift_temp_only,entropy_bits_baseline,entropy_bits_tuned
11,10.894704684131339,6.112248277190943,9.275223860906271,11.42252769479654,4.782456406940396,1.619480823225068,-0.5278230106652018,3.6907985943805297,61341,8841,8841,61341,52500,52500,0,16.842334747314453,10.803855895996094
12,10.77091157204029,5.124873864808248,9.021418744068972,11.191150491492959,5.6460377072320425,1.7494928279713182,-0.4202389194526681,4.316783798713392,102877,26898,26898,102877,75979,75979,0,16.840116500854492,8.806937217712402
13,10.663813847764398,5.70911509615839,8.89762907163094,10.953486290404436,4.954698751606008,1.7661847761334588,-0.2896724426400379,3.478186418112587,90290,19963,19963,90290,70327,70327,0,16.870943069458008,7.722699165344238
14,10.633319259974611,5.695232312615443,8.811674894452121,10.962052402278612,4.938086947359168,1.8216443655224897,-0.3287331423040012,3.4451757241406797,85799,23190,23190,85799,62609,62609,0,16.814945220947266,7.651727676391602
15,10.736732427938419,5.944073322218237,8.909846031217631,11.149222497073813,4.7926591057201815,1.8268863967207878,-0.4124900691353943,3.378262778134788,108792,34199,34199,108792,74593,74593,0,16.816368103027344,8.086854934692383
16,10.761233764310937,5.802104395653402,8.969953967694183,11.19498983219082,4.959129368657535,1.7912797966167542,-0.43375606787988374,3.601605639920664,101198,25826,25826,101198,75372,75372,0,16.83000373840332,8.885958671569824
17,10.726893644447859,6.366325814547208,9.040484740743624,11.159628135381617,4.360567829900651,1.6864089037042351,-0.4327344909337576,3.1068934171301734,104467,36357,36357,104467,68110,68110,0,16.775239944458008,9.86097526550293
18,10.740484401449642,6.188776429241273,8.99287650333178,11.218938072358165,4.551707972208369,1.7476078981178613,-0.4784536709085234,3.2825537449990314,49603,11854,11854,49603,37749,37749,0,16.760780334472656,9.517807006835938
19,10.681631250393785,5.434948265354841,8.79974067434345,11.12298207213577,5.2466829850389445,1.8818905760503348,-0.4413508217419846,3.8061432307305942,81910,21763,21763,81910,60147,60147,0,16.774606704711914,8.11046028137207
20,10.843555667903534,6.256222521464839,9.070988271631254,11.44987362421433,4.587333146438695,1.7725673962722794,-0.6063179563107965,3.421083706477212,90800,24988,24988,90800,65812,65812,0,16.742416381835938,10.084710121154785
21,10.672984650639007,5.018042369675892,8.668414034214006,11.121455554126712,5.654942280963115,2.004570616425001,-0.4484709034877046,4.098842568025819,69133,15511,15511,69133,53622,53622,0,16.774658203125,7.8087897300720215
22,10.753435382990215,4.613501338663377,8.894431570186098,11.23882820989575,6.139934044326838,1.8590038128041169,-0.4853928269055352,4.766323058428257,57905,11986,11986,57905,45919,45919,0,16.764379501342773,8.895194053649902
23,10.627824758244847,4.084886519873603,8.668006779296762,10.941990282090163,6.542938238371244,1.9598179789480845,-0.3141655238453165,4.897285783268476,20025,4914,4914,20025,15111,15111,0,16.76902198791504,8.536516189575195
24,10.563196429773017,3.9719871328535055,8.56683076165538,10.844939096347074,6.591209296919511,1.9963656681176367,-0.28174266657405767,4.876586295375932,10294,3277,3277,10294,7017,7017,0,16.75802993774414,8.48196792602539
25,10.637406255689715,4.5788836388018055,8.800425853224487,10.969844592223904,6.05852261688791,1.8369804024652279,-0.33243833653418875,4.5539805509568705,1830,892,892,1830,938,938,0,16.747480392456055,10.09173583984375
26,10.623624941910776,5.219769763970725,8.991249547454618,10.906392625083976,5.403855177940051,1.632375394456158,-0.28276768317319956,4.054247466657093,275,301,301,275,-26,-26,0,16.76917266845703,11.452666282653809
27,10.718351610144804,4.901036380918493,9.099864846641724,11.100038210649464,5.8173152292263115,1.6184867635030802,-0.3816866005046595,4.580515066227891,295,255,255,295,40,40,0,16.77630043029785,11.304937362670898
28,10.575652101279106,3.9904040670038,8.734499399703946,10.788657429886918,6.585248034275306,1.8411527015751599,-0.21300532860781196,4.957100661307958,45,132,132,45,-87,-87,0,16.740650177001953,9.939576148986816
29,10.688322751373555,5.406992829422393,9.035101683771618,11.016431940620224,5.281329921951162,1.6532210676019368,-0.32810918924666943,3.9562180435958947,29,89,89,29,-60,-60,0,16.76040267944336,12.016388893127441
30,10.565010502774317,5.2121106885972015,8.863449927529068,10.750521308953996,5.352899814177116,1.7015605752452494,-0.1855108061796784,3.836850045111545,3,45,45,3,-42,-42,0,16.742570877075195,11.9439058303833
31,10.526914969746999,5.477013157964073,8.860050862417417,10.645393129995785,5.0499018117829255,1.666864107329582,-0.11847816024878632,3.50151586470213,2,31,31,2,-29,-29,0,16.79311180114746,12.324268341064453
32,10.522810775766809,5.8743164710976785,8.95953663456612,10.628252651080194,4.64849430466913,1.5632741412006883,-0.10544187531338522,3.190662038781827,2,22,22,2,-20,-20,0,16.788816452026367,12.897114753723145
33,10.520177377416797,5.768793419973087,8.91984028702457,10.582054671405425,4.75138395744371,1.6003370903922267,-0.06187729398862807,3.212924161040111,1,15,15,1,-14,-14,0,16.773996353149414,12.865577697753906
34,10.381604076310598,5.167262772731706,8.742289525857426,10.30852864795899,5.214341303578892,1.6393145504531716,0.07307542835160774,3.5019513247741125,1,10,10,1,-9,-9,0,16.761341094970703,12.185248374938965
35,10.136345121359975,4.046274694928393,8.549502477685046,9.147626492578135,6.0900704264315815,1.5868426436749292,0.9887186287818395,3.514509153974813,1,4,4,1,-3,-3,0,16.73389434814453,10.968002319335938
36,9.918805642144815,3.5001269328137603,8.382339468630017,8.708058786960297,6.418678709331054,1.536466173514798,1.2107468551845173,3.671465680631739,1,5,5,1,-4,-4,0,16.699424743652344,10.032712936401367
37,9.363947646694584,1.9692343730481245,7.422097039247439,6.735084135221208,7.39471327364646,1.9418506074471447,2.6288635114733756,2.8239991547259393,2,8,8,2,-6,-6,0,16.5133113861084,6.855000972747803
38,8.104692052938306,1.211201405330748,5.589141374777702,2.5183751492357236,6.893490647607559,2.5155506781606043,5.586316903702583,-1.2083769342556288,4,7,7,4,-3,-3,0,15.869352340698242,3.940477132797241
39,8.336060313144042,1.3456199495574037,6.9431790151815855,2.612011619445932,6.990440363586639,1.3928812979624565,5.72404869369811,-0.12648962807392827,1,1,1,1,0,0,0,16.004976272583008,5.508936405181885
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,3.180720090866089,3.180720090866089
