layer,kl_bits_baseline,kl_bits_tuned,kl_bits_rot_only,kl_bits_temp_only,delta_kl_bits_tuned,delta_kl_bits_rot_only,delta_kl_bits_temp_only,delta_kl_bits_interaction,answer_rank_baseline,answer_rank_tuned,answer_rank_rot_only,answer_rank_temp_only,rank_shift_tuned,rank_shift_rot_only,rank_shift_temp_only,entropy_bits_baseline,entropy_bits_tuned
1,12.07525413754676,7.018036871726736,9.800758814384393,12.143718367063435,5.057217265820025,2.274495323162368,-0.06846422951667464,2.851186172174332,49771,11545,11545,49771,38226,38226,0,15.941789627075195,11.433134078979492
2,12.08634633059681,6.9677663428795364,9.763087046608801,12.170532526124758,5.118579987717273,2.3232592839880084,-0.08418619552794837,2.879506899257213,49039,11683,11683,49039,37356,37356,0,15.932029724121094,11.34400749206543
3,13.064828551999293,7.094445323852064,9.58982622068478,13.564632149185925,5.970383228147229,3.4750023313145135,-0.4998035971866326,2.995184494019348,45358,8941,8941,45358,36417,36417,0,15.83913803100586,11.433314323425293
4,13.114234352077954,7.052155477935503,9.54482799198243,13.634186060778466,6.062078874142451,3.569406360095524,-0.5199517087005123,3.01262422274744,46448,9659,9659,46448,36789,36789,0,15.825944900512695,11.334490776062012
5,12.913576001940884,7.003843487516329,9.627786231383219,13.375210457525629,5.9097325144245545,3.285789770557665,-0.46163445558474514,3.0855771994516346,45087,9579,9579,45087,35508,35508,0,15.86352825164795,11.294845581054688
6,12.975484252806668,7.058103325932942,9.711525272018923,13.52467163629265,5.917380926873726,3.263958980787745,-0.5491873834859824,3.2026093295719633,46456,11757,11757,46456,34699,34699,0,15.829477310180664,11.160472869873047
7,12.805678214373179,6.990719147463687,9.726943172703471,13.279467027859699,5.814959066909492,3.0787350416697077,-0.4737888134865198,3.2100128387263043,42876,10319,10319,42876,32557,32557,0,15.862339973449707,11.134803771972656
8,12.753363843703127,7.048480552651866,9.746174960653555,13.20589284982059,5.704883291051261,3.0071888830495723,-0.4525290061174623,3.150223414119151,40206,9833,9833,40206,30373,30373,0,15.872594833374023,11.158039093017578
9,12.86378496072429,7.13818119989708,9.766479232414419,13.389384579679138,5.725603760827211,3.0973057283098715,-0.525599618954848,3.153897651472187,41150,10638,10638,41150,30512,30512,0,15.836424827575684,11.10875415802002
10,13.013777221917177,7.241606062681146,9.73297838788755,13.619546897537024,5.772171159236032,3.2807988340296266,-0.6057696756198467,3.097142000826252,44714,12197,12197,44714,32517,32517,0,15.79704761505127,11.170504570007324
11,13.294740463117524,7.513341402766796,9.795724538228336,14.039773434238832,5.7813990603507275,3.4990159248891874,-0.745032971121308,3.027416106582848,45147,13307,13307,45147,31840,31840,0,15.701523780822754,11.319931030273438
12,12.96820732288336,7.353624554563524,9.877177585468774,13.64801621763025,5.614582768319837,3.091029737414587,-0.6798088947468894,3.203361925652139,39364,11287,11287,39364,28077,28077,0,15.773983001708984,11.090108871459961
13,12.999590717012806,7.15144862951524,9.776458353748081,13.645296140024204,5.848142087497566,3.2231323632647246,-0.6457054230113979,3.270715147244239,40815,11079,11079,40815,29736,29736,0,15.783698081970215,10.874454498291016
14,13.105282999065846,7.204435796315468,9.720134035590512,13.781513278813582,5.900847202750378,3.3851489634753342,-0.6762302797477364,3.19192851902278,37146,9772,9772,37146,27374,27374,0,15.73941421508789,10.855547904968262
15,13.119241111009872,7.242486613853563,9.733615411626346,13.79209089977225,5.876754497156309,3.3856256993835263,-0.6728497887623774,3.16397858653516,38887,9773,9773,38887,29114,29114,0,15.753140449523926,11.015028953552246
16,13.228183177233618,7.242446713878563,9.673776456015743,13.949775600972927,5.985736463355055,3.554406721217875,-0.7215924237393097,3.1529221658764897,48602,15857,15857,48602,32745,32745,0,15.713603019714355,10.823296546936035
17,13.217520252880123,7.273153184294212,9.659203334112233,13.915868877390023,5.944367068585911,3.55831691876789,-0.6983486245099009,3.084398774327922,51502,18504,18504,51502,32998,32998,0,15.713724136352539,10.853142738342285
18,13.219406558594786,7.276014975604569,9.774843780621781,13.991903095267073,5.943391582990217,3.4445627779730046,-0.7724965366722873,3.2713253416895,45869,14505,14505,45869,31364,31364,0,15.716440200805664,10.865060806274414
19,13.34048372066341,7.237173725803109,9.685066773079585,14.100216392919263,6.103309994860302,3.6554169475838254,-0.7597326722558524,3.207625719532329,41529,11219,11219,41529,30310,30310,0,15.696084976196289,11.007762908935547
20,13.576519590013563,7.4039528695814125,9.680799539546378,14.405100357062816,6.17256672043215,3.895720050467185,-0.8285807670492531,3.1054274370142183,43228,13199,13200,43228,30029,30028,0,15.604046821594238,11.193046569824219
