layer,kl_bits_baseline,kl_bits_tuned,kl_bits_rot_only,kl_bits_temp_only,delta_kl_bits_tuned,delta_kl_bits_rot_only,delta_kl_bits_temp_only,delta_kl_bits_interaction,answer_rank_baseline,answer_rank_tuned,answer_rank_rot_only,answer_rank_temp_only,rank_shift_tuned,rank_shift_rot_only,rank_shift_temp_only,entropy_bits_baseline,entropy_bits_tuned
14,42.37396056730638,42.03239201580319,42.511596219000076,42.00515546735135,0.3415685515031939,-0.1376356516936923,0.36880509995503274,0.11039910324185342,1199,223964,2102,244603,-222765,-903,-243404,7.8766093254089355,8.181144714355469
15,42.38748253124782,42.03682504061183,42.519856889686324,42.00567554288756,0.3506574906359887,-0.1323743584385042,0.3818069883602604,0.10122486071423253,1224,235373,2142,247272,-234149,-918,-246048,7.792479515075684,8.1162691116333
16,42.29639776762846,42.00800625177205,42.398888420653044,41.99354870220992,0.28839151585641076,-0.10249065302458149,0.30284906541854184,0.08803310346245041,1324,221036,2813,244167,-219712,-1489,-242843,7.974841594696045,8.233735084533691
17,42.47147335448439,42.10746725841903,42.58097264449693,42.07578392654648,0.36400609606535994,-0.10949929001254333,0.39568942793790995,0.07781595813999331,1032,225375,1095,232053,-224343,-63,-231021,7.785550117492676,8.121806144714355
18,42.8892701202948,42.352629215154565,42.97383880523827,42.309603283492315,0.5366409051402385,-0.08456868494346992,0.5796668368024882,0.04154275328122026,835,3254,845,1768,-2419,-10,-933,7.299926280975342,7.831936359405518
19,42.7096541914561,42.24446451051272,42.81694384837036,42.20011775209184,0.4651896809433822,-0.1072896569142543,0.5095364393642612,0.06294289849337531,876,27555,889,14039,-26679,-13,-13163,7.527772903442383,7.976381301879883
20,43.99346753189438,43.12743719865445,43.99623851636508,43.115002165066464,0.8660303332399337,-0.002770984470700455,0.8784653668279176,-0.009664049117283469,688,815,695,804,-127,-7,-116,6.209991455078125,7.049729347229004
21,43.773376518071025,42.9210029831708,43.8069585384091,42.88938294091377,0.8523735349002237,-0.03358202033807345,0.8839935771572556,0.001961978081041593,700,833,702,826,-133,-2,-126,6.45599889755249,7.290449619293213
22,43.790365652253854,43.00281169053323,43.81885148268156,42.97480465980552,0.7875539617206258,-0.02848583042770514,0.8155609924483329,0.0004787996999979782,688,811,693,804,-123,-5,-116,6.378438949584961,7.158557891845703
23,43.148413578614885,42.50613129828626,43.21515935748414,42.4640409522447,0.6422822803286223,-0.06674577886925448,0.6843726263701839,0.02465543282769289,787,1087,797,1039,-300,-10,-252,7.010408878326416,7.648830890655518
24,43.62940915310316,42.81486629794794,43.624802769782455,42.79852932197718,0.8145428551552243,0.004606383320705731,0.8308798311259835,-0.020943359291464958,718,856,723,851,-138,-5,-133,6.497043609619141,7.310952186584473
25,43.22635061254108,42.5297190628174,43.281613453777524,42.49457406414828,0.6966315497236835,-0.05526284123644132,0.7317765483928014,0.020117842567323407,775,1012,778,981,-237,-3,-206,6.994875431060791,7.69370174407959
26,43.86155821454381,43.007602439255656,43.832954060052316,43.01106685777464,0.8539557752881564,0.02860415449149656,0.8504913567691759,-0.025139735972516064,720,855,722,846,-135,-2,-126,6.219812870025635,7.064667701721191
27,43.41991227057295,42.63836807060407,43.40586747937289,42.63495043136613,0.7815441999688773,0.014044791200063855,0.7849618392068223,-0.01746243043800888,776,999,784,978,-223,-8,-202,6.70072078704834,7.478161334991455
28,42.99584432938147,42.377229613533984,43.022227843885034,42.358993949097695,0.6186147158474853,-0.026383514503564243,0.636850380283775,0.008147850067274476,848,8159,866,3928,-7311,-18,-3080,7.140119552612305,7.752461910247803
29,42.612697252205685,42.14065303072952,42.66430855779901,42.12680636354325,0.47204422147616754,-0.05161130559332605,0.485890888662432,0.03776463840706157,948,125575,993,142296,-124627,-45,-141348,7.5741496086120605,8.040018081665039
30,42.88104797372235,42.285861422506,42.896435605460354,42.2808973152715,0.5951865512163508,-0.015387631738001062,0.6001506584508505,0.010423524503501369,869,23221,881,12682,-22352,-12,-11813,7.330205917358398,7.92567253112793
31,42.6507508214662,42.173431548122764,42.70234561672503,42.15828056451235,0.4773192733434328,-0.05159479525883626,0.49247025695384394,0.03644381164842514,870,36242,886,19233,-35372,-16,-18363,7.565167427062988,8.042703628540039
32,41.35989031992616,34.71432659413206,38.183984392588364,41.095037037597436,6.645563725794098,3.1759059273377943,0.26485328232872263,3.204804516127581,51836,2855,2855,51836,48981,48981,0,8.873556137084961,10.807859420776367
33,43.21971070635657,42.50806851086558,43.2201344716083,42.49952991621554,0.7116421954909953,-0.000423765251724717,0.7201807901410291,-0.008114829398309098,772,999,776,975,-227,-4,-203,6.94474458694458,7.653254985809326
34,42.50862160707076,42.115975584122516,42.570738988839985,42.10089614529486,0.3926460229482416,-0.062117381769226654,0.40772546177589675,0.04703794294157149,948,86326,993,117926,-85378,-45,-116978,7.738320350646973,8.119887351989746
35,42.618200697033295,42.166607276536524,42.66727216283868,42.153575119184744,0.45159342049677065,-0.04907146580538324,0.4646255778485511,0.036039308453602814,891,68187,910,48147,-67296,-19,-47256,7.650663375854492,8.088640213012695
36,42.60986022639705,42.173588396300346,42.67493846148354,42.1544226496882,0.43627183009670745,-0.06507823508648869,0.455437576708853,0.04591248847434315,937,35013,970,62028,-34076,-33,-61091,7.65773868560791,8.07061767578125
37,42.70244192700952,42.206014693224624,42.757858864701134,42.18980154476249,0.4964272337848925,-0.05541693769161782,0.512640382247028,0.03920378922948231,908,40944,932,56491,-40036,-24,-55583,7.5723876953125,8.042945861816406
38,42.72086470856994,42.20529649367462,42.77837570701847,42.18853850417455,0.5155682148953176,-0.05751099844852803,0.5323262043953889,0.04075300894845668,920,35781,947,66029,-34861,-27,-65109,7.55355167388916,8.040372848510742
39,43.029940921810926,42.411045530277235,43.062078287881754,42.3900498882599,0.618895391533691,-0.03213736607082751,0.6398910335510237,0.011141724053494784,802,1677,814,1262,-875,-12,-460,7.232438564300537,7.83252477645874
40,41.58772743234438,41.2282616782618,41.386733372072825,41.444241618798934,0.35946575408257786,0.20099406027155453,0.1434858135454462,0.014985880265577123,19499,1771,1771,19499,17728,17728,0,8.710519790649414,8.868958473205566
41,43.11719528783027,42.46425008314815,43.172056377594295,42.429162870649726,0.6529452046821191,-0.054861089764024484,0.6880324171805441,0.019773877265599538,811,2004,823,1372,-1193,-12,-561,7.08168888092041,7.712930202484131
42,43.135158531747585,42.504172071927634,43.165889767664964,42.47535603481027,0.630986459819951,-0.03073123591737925,0.6598024969373171,0.0019151988000132292,791,1173,800,1064,-382,-9,-273,7.056523323059082,7.6690545082092285
43,43.083384874531845,42.44590710153773,43.09634823882328,42.42884367084972,0.6374777729941172,-0.012963364291437074,0.6545412036821219,-0.00410006639656757,798,1317,804,1122,-519,-6,-324,7.088926792144775,7.716490268707275
44,42.66670805974385,42.19931424914701,42.73196515678723,42.17889096539175,0.46739381059683893,-0.06525709704338567,0.48781709435209564,0.044833813288128965,855,26673,874,14617,-25818,-19,-13762,7.568329811096191,8.037458419799805
45,42.70139902421469,42.065063216022295,42.72909235858722,42.06542093993609,0.636335808192392,-0.02769333437253607,0.635978084278598,0.028051058286330033,60503,30431,30431,65479,30072,30072,-4976,7.140566825866699,7.777204513549805
46,1.1352030458364017,1.1352030458364017,1.1352030458364017,1.1352030458364017,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0.11804766952991486,0.11804766952991486
