pos_frac,pos_index,layer,kl_bits_baseline,kl_bits_tuned,delta_kl_bits_tuned,answer_rank_baseline,answer_rank_tuned,rank_shift_tuned,entropy_bits_baseline,entropy_bits_tuned
0.2,3,1,9.728863874948308,3.168057327083022,6.560806547865286,,,,16.943614959716797,10.910340309143066
0.4,6,1,11.057158120275142,6.071899771437321,4.985258348837821,,,,16.947093963623047,11.158635139465332
0.6,10,1,9.139376828781549,5.1046033016469545,4.034773527134594,,,,16.932538986206055,12.231281280517578
0.8,13,1,12.16080381153075,6.2913289960201615,5.869474815510588,,,,16.94084358215332,11.70695686340332
0.92,15,1,12.337919800556511,7.588622336633069,4.749297463923442,,,,16.94346046447754,11.480792999267578
0.98,16,1,11.680713553716616,7.5171250210857785,4.163588532630838,48759,10766,37993,16.94176483154297,11.464098930358887
0.2,3,2,9.800476762836977,2.6987159849478135,7.101760777889163,,,,16.886619567871094,9.704415321350098
0.4,6,2,10.940075771220759,6.485422424408497,4.454653346812262,,,,16.894084930419922,9.672786712646484
0.6,10,2,9.290952018292977,5.049285769927535,4.2416662483654415,,,,16.88876724243164,12.187535285949707
0.8,13,2,12.181257364232563,6.341825166105292,5.8394321981272705,,,,16.88872718811035,11.42620849609375
0.92,15,2,12.32977470221165,7.573488551287745,4.756286150923905,,,,16.883726119995117,10.878473281860352
0.98,16,2,11.733034803692703,7.48712436746927,4.245910436223434,35748,9313,26435,16.87640380859375,11.201549530029297
0.2,3,3,9.763316127499749,3.1521069681114016,6.6112091593883475,,,,16.902067184448242,10.610129356384277
0.4,6,3,11.105613200259834,5.915368729858631,5.190244470401202,,,,16.903263092041016,10.469076156616211
0.6,10,3,9.12866712514702,5.288427645952271,3.840239479194749,,,,16.900331497192383,11.541141510009766
0.8,13,3,12.049253112458718,5.748809723873432,6.300443388585286,,,,16.906301498413086,10.875349998474121
0.92,15,3,12.23021600941898,7.292745447880503,4.937470561538476,,,,16.895366668701172,10.086334228515625
0.98,16,3,11.610519866662866,7.336305901621639,4.274213965041227,25757,9672,16085,16.893569946289062,10.707703590393066
0.2,3,4,9.780218582426546,3.2689224000916455,6.511296182334901,,,,16.903564453125,11.005871772766113
0.4,6,4,11.194527542825302,6.384452098017545,4.810075444807757,,,,16.902278900146484,11.0919189453125
0.6,10,4,8.987335910251584,5.676167691801998,3.311168218449586,,,,16.89727020263672,11.085110664367676
0.8,13,4,12.283137134881276,6.6369838553078555,5.64615327957342,,,,16.900108337402344,12.117535591125488
0.92,15,4,12.307404574848622,7.265445609813145,5.0419589650354775,,,,16.90239906311035,10.391936302185059
0.98,16,4,11.739329368714282,7.404655246727536,4.334674121986746,53285,10916,42369,16.899089813232422,11.091835021972656
0.2,3,5,9.892764717081771,3.31918604963281,6.573578667448961,,,,16.886140823364258,11.3707275390625
0.4,6,5,11.19655625017488,6.173189297628274,5.023366952546605,,,,16.87538719177246,11.121577262878418
0.6,10,5,8.936538426562143,5.636870000045149,3.2996684265169938,,,,16.88132095336914,10.920770645141602
0.8,13,5,12.343870400276366,6.708614629392215,5.635255770884151,,,,16.88032341003418,12.18628978729248
