layer,kl_bits_baseline,kl_bits_tuned,kl_bits_rot_only,kl_bits_temp_only,delta_kl_bits_tuned,delta_kl_bits_rot_only,delta_kl_bits_temp_only,delta_kl_bits_interaction,answer_rank_baseline,answer_rank_tuned,answer_rank_rot_only,answer_rank_temp_only,rank_shift_tuned,rank_shift_rot_only,rank_shift_temp_only,entropy_bits_baseline,entropy_bits_tuned
1,12.35278322917468,8.611500159529278,11.434337399465988,12.352497050043644,3.7412830696454016,0.9184458297086913,0.00028617913103623493,2.822551060805674,86729,76641,76641,86729,10088,10088,0,17.211456298828125,12.123481750488281
2,12.339257137649621,8.517836344077582,11.398657878717989,12.330977204906482,3.82142079357204,0.9405992589316323,0.00827993274313954,2.872541601897268,73995,75904,75904,73994,-1909,-1909,1,17.210451126098633,12.057552337646484
3,12.333504661943563,8.534199461411273,11.362996932096285,12.324403340059902,3.79930520053229,0.9705077298472773,0.009101321883660418,2.819696148801352,127410,83167,83167,127410,44243,44243,0,17.20836639404297,12.15446949005127
4,12.331147811696137,8.514567297849982,11.407175835449923,12.323422351019381,3.816580513846155,0.9239719762462144,0.007725460676756057,2.8848830769231846,131841,88266,88266,131841,43575,43575,0,17.205812454223633,12.004267692565918
5,12.305585686333098,8.457365180242409,11.433291744948741,12.28088347422437,3.848220506090689,0.8722939413843562,0.02470221210872836,2.9512243525976043,108141,81044,81044,108141,27097,27097,0,17.203643798828125,11.74227523803711
6,12.287173911662329,8.4324276958673,11.375217331335993,12.260318476764798,3.8547462157950285,0.9119565803263363,0.026855434897530728,2.9159342005711615,103314,85574,85574,103314,17740,17740,0,17.19656753540039,11.87842845916748
7,12.18428288302654,7.944277643103133,11.196630546680051,12.132590401622009,4.240005239923407,0.9876523363464891,0.05169248140453142,3.200660422172387,45540,65436,65436,45540,-19896,-19896,0,17.147411346435547,10.973380088806152
8,12.172938907375631,7.910324828169797,11.211907421590894,12.12997351360648,4.262614079205834,0.9610314857847371,0.042965393769151206,3.2586171996519457,63493,73122,73122,63493,-9629,-9629,0,17.133785247802734,11.033324241638184
9,12.158740019720396,7.922878185821575,11.225046896116812,12.125914723046117,4.235861833898821,0.9336931236035841,0.0328252966742788,3.269343413620958,73063,75735,75735,73063,-2672,-2672,0,17.118772506713867,10.943619728088379
10,12.189793207160186,8.485544193620978,11.311257671410717,12.300353286163247,3.704249013539208,0.8785355357494691,-0.11056007900306142,2.9362735567928,56456,64234,64234,56456,-7778,-7778,0,17.01736068725586,11.312460899353027
11,12.18268825988774,8.363966218073042,11.369841153670022,12.159762284597125,3.8187220418146985,0.8128471062177187,0.02292597529061524,2.9829489603063646,62042,70784,70784,62042,-8742,-8742,0,17.126909255981445,11.533746719360352
