layer,kl_bits_baseline,kl_bits_tuned,kl_bits_rot_only,kl_bits_temp_only,delta_kl_bits_tuned,delta_kl_bits_rot_only,delta_kl_bits_temp_only,delta_kl_bits_interaction,answer_rank_baseline,answer_rank_tuned,answer_rank_rot_only,answer_rank_temp_only,rank_shift_tuned,rank_shift_rot_only,rank_shift_temp_only,entropy_bits_baseline,entropy_bits_tuned
1,13.745153394698772,13.745153394698772,13.745153394698772,13.745152018837564,0.0,0.0,1.37586120807498e-06,-1.37586120807498e-06,17,88,17,115,-71,0,-98,8.082843550027974e-08,8.940839961724123e-07
2,13.745152018837564,13.745156146421184,13.745153394698772,13.74564732887205,-4.127583620672226e-06,-1.37586120807498e-06,-0.0004953100344859962,0.000492558312073399,21,100,18,148,-79,3,-127,3.6449968320084736e-05,7.32297557988204e-05
3,13.745257960150497,13.745277222207392,13.745150642976357,13.750054212317758,-1.926205689528615e-05,0.00010731717413925423,-0.004796252167261983,0.0046696729362274425,2532,40672,1905,41870,-38140,627,-39338,0.0004640856641344726,0.000526025949511677
4,13.746218311272914,13.745661087484118,13.745153394698772,13.767885373559213,0.0005572237887960796,0.001064916574142316,-0.021667062286299554,0.021159369500953318,41736,40119,39460,41763,1617,2276,-27,0.002357069868594408,0.0014293990097939968
5,13.746419187009122,13.745800049466016,13.745152018837564,13.771139285313538,0.000619137543106163,0.001267168171558808,-0.024720098304415572,0.024072067675962927,5427,10394,10394,5427,-4967,-4967,0,0.0027033030055463314,0.0018745808629319072
6,13.989638427720513,13.787660626686023,13.74741943810654,14.695891374864066,0.2019778010344897,0.24221898961397237,-0.7062529471435539,0.6660117585640712,13754,17849,17849,13754,-4095,-4095,0,0.13996592164039612,0.04373103007674217
7,13.784963938720495,13.76131701215746,13.745670718512567,14.024612819599973,0.023646926563033688,0.03929322020792725,-0.23964888087947855,0.224002587234585,5123,8593,8593,5123,-3470,-3470,0,0.03846997767686844,0.02350296638906002
8,13.8915464029744,13.820319444154267,13.74864120285827,14.567006200446272,0.07122695882013375,0.14290520011613062,-0.6754597974718717,0.6037815561758748,30498,28405,28405,30498,2093,2093,0,0.11113300919532776,0.08479204773902893
9,13.918119786324516,13.866325491190672,13.753409937801393,14.640830785225036,0.051794295133843704,0.1647098485231222,-0.7227109989005207,0.6097954455112422,14385,15533,15533,14385,-1148,-1148,0,0.11562828719615936,0.10873153060674667
10,14.384589018190315,14.630421019333614,13.911834852331385,15.85638627532768,-0.24583200114329884,0.47275416585893026,-1.4717972571373643,0.7532110901351352,37266,17058,17058,37266,20208,20208,0,0.3058570921421051,0.48265427350997925
11,14.319703403672793,14.68896941713214,13.928447000543525,15.739604551947004,-0.36926601345934706,0.3912564031292689,-1.41990114827421,0.6593787316855941,45647,21547,21547,45647,24100,24100,0,0.31309494376182556,0.5508682727813721
