prompt_id,prompt_variant,layer,p_top1_raw,top1_token_id_raw,top1_token_str_raw,p_answer_raw,answer_rank_raw,p_top1_norm,top1_token_id_norm,top1_token_str_norm,p_answer_norm,answer_rank_norm,kl_norm_vs_raw_bits,kl_raw_to_norm_bits,js_divergence,entropy_bits_norm,entropy_bits_raw,entropy_gap_bits,l1_prob_diff,topk_jaccard_raw_norm@50,topk_jaccard_consecutive@50,norm_only_semantics
pos,no_filler,28,0.003400718094781041,138523,iéndo,8.902002832655853e-07,125546,0.0057142749428749084,138523,iéndo,5.630636792375299e-07,131949,0.19125926179127248,0.19763551857201112,0.046651291008466066,15.490758038899383,15.9204945282633,12.098642402202897,0.39243999123573303,0.4492753623188406,0.8518518518518519,False
pos,no_filler,29,0.0032936695497483015,138523,iéndo,8.963176583165477e-07,124682,0.003818466328084469,138523,iéndo,7.251719011946989e-07,131008,0.1453171385564103,0.1516351469630848,0.035944735462616714,15.748101870760834,15.931791724633175,12.355986234064348,0.34337419271469116,0.42857142857142855,0.8867924528301887,False
pos,no_filler,30,0.0030115123372524977,138523,iéndo,8.833439437694324e-07,127954,0.0029920560773462057,138523,iéndo,8.530762443115236e-07,132871,0.1340129553913428,0.1410902242059139,0.03336831174016153,15.961598381819512,16.013777918091286,12.569482745123025,0.3321296274662018,0.4084507042253521,0.8181818181818182,False
pos,no_filler,31,0.0020384127274155617,138523,iéndo,1.0848928013729164e-06,123369,0.002446454018354416,138523,iéndo,9.631991133574047e-07,131715,0.1280634950565516,0.13521530760135606,0.032013014552567304,16.068515180346694,16.106848049432205,12.676399543650207,0.3315972685813904,0.35135135135135137,0.8181818181818182,False
pos,no_filler,32,0.0019151861779391766,138523,iéndo,1.3384791373027838e-06,116731,0.0024187741801142693,138523,iéndo,1.0162399348701001e-06,129278,0.12928390544490545,0.13586950810740683,0.03226606283825165,16.072805115589816,16.153276485859127,12.68068947889333,0.33535879850387573,0.3698630136986301,0.7543859649122807,False
pos,no_filler,33,0.0018311352469027042,138523,iéndo,1.1882254966621986e-06,119093,0.0012041340814903378,138523,iéndo,1.3878126310373773e-06,130093,0.12092519389875553,0.12803362381987987,0.03028104983090879,16.367643917061773,16.093112827003697,12.975528280365287,0.31638655066490173,0.3888888888888889,0.7543859649122807,False
pos,no_filler,34,0.0019088565604761243,138523,iéndo,1.3190995105105685e-06,114668,0.002150286454707384,138523,iéndo,1.1807867394963978e-06,126244,0.1477903888117213,0.1570806551351853,0.036897672520445096,16.152727517237572,16.086578862132118,12.760611880541086,0.3560965359210968,0.3157894736842105,0.6949152542372882,False
pos,no_filler,35,0.0024312022142112255,138523,iéndo,1.0459616532898508e-06,119216,0.0012088256189599633,138523,iéndo,1.5104426438483642e-06,125647,0.11989908091021395,0.12780605852604132,0.030077227548190547,16.38150434286011,15.956693436616904,12.989388706163625,0.3082549571990967,0.4084507042253521,0.639344262295082,False
pos,no_filler,36,0.002910890383645892,138523,iéndo,1.1305247653581318e-06,111632,0.001511208014562726,138523,iéndo,1.5294400554921594e-06,121038,0.13542743745227964,0.14498135317951633,0.033895410349152374,16.31560059104948,15.856189527175092,12.923484954352995,0.3259424567222595,0.4084507042253521,0.6949152542372882,False
pos,no_filler,37,0.0024903046432882547,138523,iéndo,1.0187128509642207e-06,118410,0.002275329316034913,138523,iéndo,1.0405052535134018e-06,130474,0.16267947509161426,0.17422488542234818,0.04051315226953375,16.110982512358948,15.905322906734787,12.718866875662462,0.3653658330440521,0.3157894736842105,0.5873015873015873,False
pos,no_filler,38,0.0026907718274742365,138523,iéndo,9.652827657191665e-07,120495,0.0009498103172518313,138523,iéndo,1.6990924223136972e-06,125793,0.17605840321211227,0.18701223621954086,0.04357891634742864,16.476020504329483,15.900327154692523,13.083904867632997,0.37076497077941895,0.3698630136986301,0.7241379310344828,False
pos,no_filler,39,0.0027150532696396112,138523,iéndo,8.352892564289505e-07,124761,0.0012531318934634328,138523,iéndo,1.3663067193192546e-06,131979,0.1917787783838663,0.2067222649260103,0.047636189967065735,16.38236563197563,15.868861208890664,12.990249995279145,0.39339685440063477,0.3698630136986301,0.7857142857142857,False
pos,no_filler,40,0.0028544722590595484,138523,iéndo,9.589111868990585e-07,120388,0.0019609290175139904,138523,iéndo,1.1094431329183863e-06,130177,0.2260140533234128,0.24510773920485265,0.055925151799375086,16.15033902218239,15.876497238588973,12.758223385485904,0.43622058629989624,0.3333333333333333,0.8181818181818182,False
pos,no_filler,41,0.001511241658590734,138523,iéndo,1.340665562565846e-06,111456,0.0007826538057997823,138523,iéndo,1.6657591004332062e-06,126107,0.22304855647458538,0.24020748052948138,0.055113396374531554,16.456787340518193,16.023359415536156,13.064671703821707,0.4319264888763428,0.35135135135135137,0.8181818181818182,False
pos,no_filler,42,0.0014258117880672216,79069,.apiUrl,1.7642729517319822e-06,102026,0.0005751246935687959,138523,iéndo,2.1928567548457067e-06,117633,0.19505487590015194,0.20874497438063916,0.04831074354495454,16.590825115155837,16.09531420493474,13.198709478459351,0.4001394212245941,0.3888888888888889,0.6666666666666666,False
pos,no_filler,43,0.001337159425020218,79069,.apiUrl,1.722719844110543e-06,105396,0.0005996460095047951,138523,iéndo,1.9886294921889203e-06,120204,0.2298608537687553,0.24832265389309385,0.05686769734297087,16.53419466787973,16.13182680964352,13.142079031183245,0.44283249974250793,0.2987012987012987,0.8181818181818182,False
pos,no_filler,44,0.0008875879575498402,79069,.apiUrl,2.1462376480485545e-06,97275,0.00036973433452658355,138523,iéndo,2.4704092993488302e-06,113801,0.24841672840311582,0.27079609983362696,0.06141062175274088,16.64133298006123,16.165173557715214,13.249217343364743,0.4591273367404938,0.3157894736842105,0.6949152542372882,False
pos,no_filler,45,0.0013329825596883893,79069,.apiUrl,2.7241158022661693e-06,92179,0.0002066946035483852,117679,並將,3.456694685155526e-06,109393,0.2715526515147724,0.29554683254772857,0.0667900832124522,16.86943563369238,16.30251615097184,13.477319996995893,0.47588762640953064,0.3157894736842105,0.42857142857142855,False
pos,no_filler,46,0.0019532719161361456,6160,ropri,5.109615358378505e-06,61908,0.00014163536252453923,6160,ropri,5.3801982176082674e-06,86459,0.30482643594683906,0.3299309584715968,0.07432483125277622,17.02357061297925,16.400476093042087,13.631454976282763,0.5008921027183533,0.14942528735632185,0.20481927710843373,False
