pos_frac,pos_index,layer,kl_bits_baseline,kl_bits_tuned,delta_kl_bits_tuned,answer_rank_baseline,answer_rank_tuned,rank_shift_tuned,entropy_bits_baseline,entropy_bits_tuned
0.2,3,1,13.469421177807067,6.835173222509138,6.634247955297929,,,,17.212255477905273,11.385709762573242
0.4,6,1,15.543391609369436,9.891945391733062,5.651446217636375,,,,17.212127685546875,11.488594055175781
0.6,9,1,12.105020894758097,9.075221796564893,3.0297990981932035,,,,17.212675094604492,11.475876808166504
0.8,12,1,16.57182997533334,11.058948115705322,5.512881859628019,,,,17.212190628051758,11.457194328308105
0.92,14,1,13.071783530400186,8.588959425376595,4.482824105023591,,,,17.212221145629883,11.46371841430664
0.98,15,1,13.866944628733778,8.479866702350694,5.387077926383084,44166,56248,-12082,17.21207046508789,11.461786270141602
0.2,3,2,13.460112100881165,6.841712690825546,6.618399410055619,,,,17.211284637451172,11.438095092773438
0.4,6,2,15.553461537542756,9.9002652244512,5.653196313091556,,,,17.211585998535156,11.559882164001465
0.6,9,2,12.097955847460652,9.089891228752888,3.0080646187077633,,,,17.21245002746582,11.496994972229004
0.8,12,2,16.562833218901407,11.003417669464135,5.559415549437272,,,,17.211267471313477,11.433951377868652
0.92,14,2,13.065519234325158,8.57148736391014,4.494031870415018,,,,17.21165657043457,11.507176399230957
0.98,15,2,13.858496840923397,8.394644483333948,5.463852357589449,16311,54016,-37705,17.21124267578125,11.407438278198242
0.2,3,3,13.464435056793253,6.8714684411472255,6.592966615646027,,,,17.20985984802246,11.451239585876465
0.4,6,3,15.54611719042031,9.888913681563652,5.657203508856657,,,,17.21037483215332,11.522416114807129
0.6,9,3,12.099833898008074,9.060176066336812,3.0396578316712617,,,,17.212045669555664,11.514430046081543
0.8,12,3,16.56253052943589,11.015784597922377,5.546745931513513,,,,17.20991325378418,11.419794082641602
0.92,14,3,13.069084090712243,8.524921341362527,4.5441627493497165,,,,17.210124969482422,11.429773330688477
0.98,15,3,13.858869699310468,8.451087813485916,5.407781885824551,11527,49825,-38298,17.209815979003906,11.442272186279297
0.2,3,4,13.449387262773362,6.800859244008991,6.648528018764371,,,,17.208681106567383,11.349750518798828
0.4,6,4,15.52701748514609,9.914239846729709,5.6127776384163806,,,,17.20804786682129,11.53750991821289
0.6,9,4,12.081123561455408,9.040957349068194,3.0401662123872146,,,,17.211477279663086,11.48876953125
0.8,12,4,16.551548405282393,11.033388742064695,5.518159663217698,,,,17.208576202392578,11.431547164916992
0.92,14,4,13.059391148509615,8.529728600419444,4.529662548090171,,,,17.209016799926758,11.430737495422363
0.98,15,4,13.844021405165575,8.434035389687567,5.409986015478008,38045,54224,-16179,17.208240509033203,11.407655715942383
0.2,3,5,13.426413132340503,6.810798465367655,6.615614666972848,,,,17.207284927368164,11.304640769958496
0.4,6,5,15.522075391690896,9.876098222351958,5.645977169338938,,,,17.207748413085938,11.43252944946289
0.6,9,5,12.079522059010573,9.00291065911372,3.076611399896853,,,,17.210947036743164,11.447375297546387
0.8,12,5,16.527264454980564,10.930860940787529,5.596403514193035,,,,17.20781707763672,11.258383750915527
0.92,14,5,13.049897706181987,8.485150009385201,4.564747696796786,,,,17.20833396911621,11.299474716186523
0.98,15,5,13.831374488951727,8.458145293546723,5.373229195405004,65587,58190,7397,17.207155227661133,11.35002613067627
0.2,3,6,13.426827266563782,6.85992015010709,6.566907116456692,,,,17.205066680908203,11.333498001098633
0.4,6,6,15.531015737813348,9.830385233752624,5.700630504060724,,,,17.20525360107422,11.405366897583008
0.6,9,6,12.051311400824245,8.997138233420161,3.054173167404084,,,,17.209880828857422,11.358302116394043
0.8,12,6,16.523310229871928,10.851191009671238,5.67211922020069,,,,17.20646858215332,11.144246101379395
0.92,14,6,13.048991013646638,8.460729848823888,4.58826116482275,,,,17.206026077270508,11.329056739807129
0.98,15,6,13.818742707211157,8.35604882475792,5.462693882453237,44992,53207,-8215,17.205110549926758,11.213333129882812
0.2,3,7,13.41374695406976,6.8920341265374,6.52171282753236,,,,17.185047149658203,11.249992370605469
0.4,6,7,15.513507903955514,9.766468225524763,5.747039678430751,,,,17.182950973510742,11.214091300964355
0.6,9,7,12.032599688410372,8.906962226127963,3.125637462282409,,,,17.20156478881836,11.36265754699707
0.8,12,7,16.482602624343304,10.881671150918352,5.600931473424952,,,,17.189956665039062,11.164668083190918
0.92,14,7,13.050617281593198,8.492975219999458,4.557642061593739,,,,17.190555572509766,11.378896713256836
0.98,15,7,13.816643143009424,8.571779734416607,5.244863408592817,91996,63409,28587,17.186643600463867,11.407524108886719
0.2,3,8,13.371474994348889,6.759134189117863,6.6123408052310255,,,,17.179391860961914,11.022543907165527
0.4,6,8,15.513423976421894,9.900415193322752,5.613008783099142,,,,17.17647361755371,11.270237922668457
0.6,9,8,12.020055961787042,8.88522912250373,3.1348268392833116,,,,17.195964813232422,11.361390113830566
0.8,12,8,16.479136829963117,10.975259981934272,5.503876848028845,,,,17.182907104492188,11.275252342224121
0.92,14,8,13.016665154590466,8.404855437280975,4.611809717309491,,,,17.183534622192383,11.060547828674316
0.98,15,8,13.785844489892911,8.53261997274575,5.253224517147162,74418,57166,17252,17.180374145507812,11.197413444519043
0.2,3,9,13.380676754100651,6.809267819774975,6.571408934325676,,,,17.18723487854004,11.229848861694336
0.4,6,9,15.502722527954607,9.866774698883384,5.635947829071222,,,,17.18534278869629,11.346220016479492
0.6,9,9,12.08240586410024,8.732253306283678,3.3501525578165623,,,,17.197114944458008,11.793904304504395
0.8,12,9,16.478052651332078,11.148302733857,5.329749917475079,,,,17.186260223388672,11.550958633422852
0.92,14,9,13.021133951790485,8.483792034373987,4.537341917416498,,,,17.189109802246094,11.303428649902344
0.98,15,9,13.790534800747242,8.582961358445104,5.207573442302138,74230,57943,16287,17.187774658203125,11.404152870178223
0.2,3,10,13.35413776728071,6.692495727422749,6.661642039857961,,,,17.16607093811035,11.03853702545166
0.4,6,10,15.515958312765008,9.864230043581218,5.65172826918379,,,,17.169145584106445,11.418343544006348
0.6,9,10,12.090445021132172,8.822600608296135,3.2678444128360375,,,,17.182226181030273,11.647314071655273
0.8,12,10,16.463771212004428,11.101927956017144,5.361843255987283,,,,17.16911506652832,11.489675521850586
0.92,14,10,13.039017395757803,8.470865818335138,4.568151577422665,,,,17.169580459594727,11.353904724121094
0.98,15,10,13.792510537440354,8.47085618730669,5.321654350133663,78608,60158,18450,17.169273376464844,11.307950019836426
0.2,3,11,13.354675729012609,6.250878676537229,7.10379705247538,,,,17.147445678710938,10.626821517944336
0.4,6,11,15.555682177530697,9.884746197967944,5.670935979562753,,,,17.154821395874023,11.408843040466309
0.6,9,11,12.144384283887575,8.784084061739502,3.360300222148073,,,,17.169782638549805,11.676077842712402
0.8,12,11,16.44727326027246,11.003929489833101,5.443343770439359,,,,17.15169906616211,11.435394287109375
0.92,14,11,13.059140741769959,8.34020784675225,4.7189328950177085,,,,17.15634536743164,11.21005916595459
0.98,15,11,13.770514644325605,8.282154758988206,5.488359885337399,81494,63458,18036,17.151535034179688,11.093644142150879
0.2,3,12,13.344554893974635,6.1876200178968706,7.156934876077765,,,,17.161211013793945,10.668725967407227
0.4,6,12,15.578436170170448,9.854451110053159,5.72398506011729,,,,17.165443420410156,11.310516357421875
0.6,9,12,12.164675484966974,8.756262084344126,3.408413400622848,,,,17.177305221557617,11.626167297363281
0.8,12,12,16.42041920123614,10.81413012427151,5.606289076964629,,,,17.164552688598633,11.172603607177734
0.92,14,12,13.04667268751301,8.275945497361455,4.770727190151554,,,,17.167757034301758,11.07711410522461
0.98,15,12,13.769620334541118,8.370256655511,5.3993636790301185,108500,70677,37823,17.165546417236328,11.213340759277344
0.2,3,13,13.31248219338053,5.865429783562296,7.447052409818235,,,,17.105880737304688,10.270730972290039
0.4,6,13,15.592286964940335,9.834616006963849,5.757670957976487,,,,17.113019943237305,11.13819694519043
0.6,9,13,12.223294051687054,8.669334485361423,3.5539595663256307,,,,17.12792205810547,11.73262882232666
0.8,12,13,16.431592570097393,11.062679451298441,5.368913118798952,,,,17.119335174560547,11.553443908691406
0.92,14,13,13.040030029606083,7.8747698228610234,5.165260206745059,,,,17.115198135375977,10.531972885131836
0.98,15,13,13.771009954360089,8.023052576504334,5.747957377855755,111908,77737,34171,17.115568161010742,10.781120300292969
0.2,3,14,13.317896207229692,5.666404236712517,7.651491970517175,,,,17.132450103759766,10.109297752380371
0.4,6,14,15.597267582509323,9.870861006667884,5.726406575841439,,,,17.13116455078125,11.406634330749512
0.6,9,14,12.23146391553364,8.760922814182507,3.4705411013511327,,,,17.148788452148438,11.576374053955078
0.8,12,14,16.437056114950003,11.00591416962406,5.431141945325944,,,,17.135974884033203,11.513358116149902
0.92,14,14,13.056189519481153,8.112903192621099,4.943286326860054,,,,17.141923904418945,10.880642890930176
0.98,15,14,13.81610242955511,8.183321145051575,5.632781284503535,101659,71866,29793,17.14075469970703,11.016797065734863
0.2,3,15,13.345914244847053,5.873021785701983,7.47289245914507,,,,17.146121978759766,10.3242769241333
0.4,6,15,15.557758352091911,9.895398803362387,5.662359548729524,,,,17.144025802612305,11.494368553161621
0.6,9,15,12.154996301376414,8.734505591079376,3.420490710297038,,,,17.155086517333984,11.584563255310059
0.8,12,15,16.426182683831854,10.970727895118735,5.455454788713119,,,,17.14330291748047,11.49986457824707
0.92,14,15,13.050736981518199,8.167225632722626,4.883511348795572,,,,17.151975631713867,10.99927806854248
0.98,15,15,13.807745448584384,8.343974266806145,5.46377118177824,107421,71400,36021,17.14870834350586,11.227033615112305
0.2,3,16,13.36537167403507,6.0128615670491365,7.352510106985933,,,,17.1306095123291,10.48189926147461
0.4,6,16,15.572491073895424,9.905615948684844,5.666875125210581,,,,17.127063751220703,11.4874267578125
0.6,9,16,12.127413035900434,8.648303070952712,3.479109964947721,,,,17.141029357910156,11.58057689666748
0.8,12,16,16.39682868498259,10.66882129462692,5.728007390355671,,,,17.123071670532227,11.188149452209473
0.92,14,16,13.051573505131994,8.317740721174136,4.733832783957858,,,,17.13770866394043,11.13336181640625
0.98,15,16,13.832001881662075,8.529256680025476,5.302745201636599,96563,67829,28734,17.134410858154297,11.40318489074707
0.2,3,17,13.401457761769707,6.012338739790513,7.3891190219791945,,,,17.13503646850586,10.450422286987305
0.4,6,17,15.581251182199772,9.965344835398895,5.615906346800877,,,,17.12578010559082,11.515671730041504
0.6,9,17,12.228703937952593,8.499645395130521,3.729058542822072,,,,17.13950538635254,11.646595001220703
0.8,12,17,16.42718431079048,11.150828127102269,5.276356183688211,,,,17.123228073120117,11.636777877807617
0.92,14,17,13.099703881871857,8.666774007655379,4.432929874216478,,,,17.143672943115234,11.693229675292969
0.98,15,17,13.873731752067428,8.546782400079,5.326949351988429,89492,64059,25433,17.137714385986328,11.438041687011719
0.2,3,18,13.396617482043824,6.067644232724372,7.328973249319453,,,,17.101755142211914,10.515656471252441
0.4,6,18,15.585403531322203,10.065376824446739,5.5200267068754645,,,,17.080976486206055,11.580038070678711
0.6,9,18,12.239687437967296,8.354201731087654,3.885485706879642,,,,17.100799560546875,11.901201248168945
0.8,12,18,16.456333306319916,11.47431511062435,4.9820181956955665,,,,17.082775115966797,11.903294563293457
0.92,14,18,13.100768798446,8.589158925251596,4.511609873194404,,,,17.108945846557617,11.70002555847168
0.98,15,18,13.850110966867327,8.48963875657272,5.360472210294606,35725,44018,-8293,17.102252960205078,11.44082260131836
0.2,3,19,13.412664151299927,6.165685350605828,7.246978800694099,,,,17.081226348876953,10.688058853149414
0.4,6,19,15.590396531642051,10.011074334332712,5.57932219730934,,,,17.053804397583008,11.81620979309082
0.6,9,19,12.403110856261964,8.18313677964985,4.2199740766121145,,,,17.064294815063477,12.363121032714844
0.8,12,19,16.45043223760351,11.571712325460975,4.878719912142536,,,,17.062170028686523,11.960283279418945
0.92,14,19,13.131156069061648,9.027987793401328,4.10316827566032,,,,17.089946746826172,12.189166069030762
0.98,15,19,13.839189380606934,9.101424385319747,4.737764995287186,51801,50874,927,17.077138900756836,11.894967079162598
0.2,3,20,13.499505758957197,6.0392904849725255,7.460215273984671,,,,16.971437454223633,10.465926170349121
0.4,6,20,15.626497753849966,9.795475507349888,5.831022246500078,,,,16.896282196044922,11.150650978088379
0.6,9,20,12.618276286964614,8.262191012876052,4.356085274088562,,,,16.8775634765625,11.47116470336914
0.8,12,20,16.530332625471956,11.807833498205957,4.7224991272659995,,,,16.908660888671875,11.94985294342041
